Language, Domain, Intent, Industry, Text, Want To
Danish,Coronavirus Recommendations,Employer,Coronavirus,Jeg har en virksomhed og forsøger at beskytte mine ansatte,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Citizen,Coronavirus,Hvordan undgår vi at sprede virusen yderligere hva?,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor er det at regeringen siger at man skal annullere forsamlinger?,know why the government recommends cancelling gatherings of people
Danish,Gatherings,Arranging Gathering,Coronavirus,hvad gør man hvis man alligevel skal arrangere en forsamling,know what to do if you're arranging a gathering of people
Danish,Gatherings,Gathering Precautions,Coronavirus,hvilke foranstaltninger kan jeg tage hvis jeg er arrangør af en forsamling?,know what precautions you can take when arranging a gathering of people
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Hvad gør jeg hvis jeg er ung og sund og ikke er i risikogruppen?,know what to do as a person who does not fall within any of the known risk groups
Danish,Coronavirus Recommendations,Illness,Coronavirus,i am sick what to do?,know what to do if you've fallen ill
Danish,About Coronavirus,Latest News,Coronavirus,Hvad er de seneste nyheder om coronavirus?,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,About Coronavirus,Latest News,Coronavirus,Hvad er de seneste nyheder om covid-19?_,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,Hvad hvis jeg er på vej tilbage fra et andet land? Skal jeg gøre noget anderledes?,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Employer Guidelines,Sick Employee,Coronavirus,En af mine medarbejdere er blevet smittet,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,"Jeg er for nyligt blevet gravid, skal jeg gøre noget anderledes?",vide hvad du skal gøre hvis du er gravid
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvordan kan det være at samlinger skal aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Hvad hvis jeg ikke er i risikogruppen?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Mask,Coronavirus,Burde jeg egentlig gå rundt med en maske?,vide om du burde bære en maske
Danish,About Coronavirus,Latest News,Coronavirus,Er der nogle nyheder angående covid?,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor skal forsamlinger aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,Hvad hvis jeg har været tæt på en der har covid,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,About Coronavirus,Strategy,Coronavirus,Er der en strategi?,vide hvad den nuværende strategi er
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Hvad hvis jeg er ung og rask?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Gatherings,Gathering Precautions,Coronavirus,Er der noget man burde gøre hvis man skal til at arrangere en forsamling?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Coronavirus Recommendations,Precautions,Coronavirus,Hvad hvis jeg skal ud at rejse?,vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,Gatherings,Arranging Gathering,Coronavirus,Hvad hvis jeg står til at skulle holde en forsamling?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,Er der noget specielt jeg skal gøre for at forberede til en forsamling?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,"Jeg skal til at arrangere en forsamling af mennesker, er der noget specielt jeg skal gøre?",vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,Hvordan skal jeg gøre hvis jeg skal holde en forsamling?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,Er der specielle tiltag jeg skal foretage fra min side hvis jeg er arrangør af en forsamling?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,Hvad hvis jeg skal til at holde en forsamling?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,"Jeg arrangerer en forsamling snart, er der noget jeg skal gøre?",vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,Hvad hvis jeg skal holde en forsamling?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,"Forsamling, hvordan fungerer det?",vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Arranging Gathering,Coronavirus,"Jeg skal til at holde noget hvor en masse mennesker kommer til en forsamling, hvad gør jeg?",vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,"Der står online at unge personer ikke bliver ramt hårdt, så hvad skal jeg gøre hvis jeg ikke er i risikogruppen?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,"Der er ikke en særlig risiko for unge mennesker, så er der noget specielt jeg skal gøre?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,"Hvis det kun er gamle mennesker som dør af coronavirus, hvorfor skal jeg så passe på?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Jeg er ikke gammel men skal jeg passe på alligevel?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,"Jeg er 13 år, er coronavirus stadig farlig for mig?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,"Som en person der ikke er en del af risikogruppen, er der noget jeg skal gøre for at ændre min adfærd?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Skal jeg stadig blive indendøre selv om jeg er ung?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Skal jeg blive hjemme på trods af at jeg ikke er en del af risikogruppen?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Hvordan er det med unge mennesker og coronavirus?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,"Som ung person, skal jeg stadig være bange for at få coronavirus?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Gatherings,Gathering Precautions,Coronavirus,"På trods af regeringens udmelding så vil jeg gerne stadig holde en forsamling, er der noget specielt jeg kan gøre for at sikre at alle forbliver raske?",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,"Jeg skal holde en forsamling, er der nogle foranstaltninger jeg skal tage?",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,"Jeg er arrangør af en forsamling, er der noget specielt jeg kan gøre for at beskytte mine deltagere?",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,"Jeg skal til at holde en stor fødselsdagsfest, er der nogle specielle tiltag jeg skal foretage for at beskytte deltagerne fra coronavirus?",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Er der noget specielt jeg som arrangør kan gøre for at forsikre at mine deltagere ikke får coronavirus?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Hvad kan jeg gøre for at beskytte deltagerne til min forsamling fra coronavirus?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Er der noget specielt jeg kan gøre for at beskytte deltagere til en forsamling?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,"Jeg holder en fest med mange mennesker, er der noget jeg skal være opmærksom på ift. coronavirus?",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Hvordan kan jeg undgå at alle bliver smittet til min fødselsdag?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Hvordan kan jeg sikre at deltagerne til min fest er beskyttet fra coronavirus?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvordan kan det være at jeg skal aflyse den fest jeg har planlagt pga. coronavirus?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,"Regering siger at jeg skal aflyse mit arrangement, hvordan kan det være?",vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,Er det rigtigt at arrangementer skal aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor skal arrangementer aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,"Jeg vil helst ikke aflyse min fødselsdagsfest, hvad kan jeg gøre?",vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvordan kan det være at arrangementer aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,"Jeg skal holde et arrangement med 30 mennesker, skal det aflyses og hvorfor?",vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,Kan det virkelig være rigtigt at jeg skal aflyse min 80-års fødselsdag?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor skal mit arrangement aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Cancelling Gathering,Coronavirus,Er det tilfældet af arrangementer skal aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,Hvordan undgår jeg at blive smittet?,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,"Jeg vil helst ikke smittes, hvordan sikrer jeg det?",vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,Hvad skal jeg gøre for ikke at blive smittet?,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,Hvilke foranstaltninger skal jeg tage for ikke at blive smittet?,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,"Jeg gider ikke at have coronavirus, hvad gør jeg for at undgå det?",vide hvordan du kan undgå at blive smittet
Danish,Employer Guidelines,Refusal To Work,Coronavirus,Jeg vil gerne vide hvad mine muligheder er hvis min ansat nægter at arbejde pga. coronavirus,vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Work,Coronavirus,Er der noget jeg kan gøre hvis min ansat nægter at arbejde pga. coronavirus?,vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Work,Coronavirus,"Min medarbejder gider ikke at arbejde, er der noget jeg kan gøre?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Work,Coronavirus,"Mine medarbejdere har nægtet at komme på arbejde pga. coronavirus, hvad kan jeg gøre som arbejdsgiver?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Work,Coronavirus,"Som arbejdsgiver, er der noget jeg kan gøre hvis en ansat ikke gider at komme på arbejde?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,Hvad hvis en af mine ansatte ikke kan få sit barn passet pga. coronavirus?,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,"Mine ansattes barn kan ikke blive passet fordi i har lukket skolerne, hvad kan jeg gøre som arbejdsgiver?",vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,Hvad er mine muligheder hvis min ansat ikke kan få sit barn passet pga. coronavirus?,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,"Min ansat har været ude af stand til at få sit barn passet fordi skolerne er lukket, hvad kan jeg gøre?",vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,Kan min medarbejder nægte at rejse i forbindelse med arbejdet pga. coronavirus?,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,Hvad er mine muligheder hvis min ansat nægter at rejse i forbindelse med arbejdet pga. coronavirus?,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,Kan en ansat nægte at rejse?,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Citizen,Coronavirus,må jeg besøge min bedstemor_,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,hvad gør jeg hvis jeg er sund og ung,know what to do as a person who does not fall within any of the known risk groups
Danish,Gatherings,Cancelling Gathering,Coronavirus,hvorfor må man ikke samle sig i større grupper?,know why the government recommends cancelling gatherings of people
Danish,Gatherings,Arranging Gathering,Coronavirus,jeg havde planlagt et arrangement. hvad nu?,know what to do if you're arranging a gathering of people
Danish,Gatherings,Gathering Precautions,Coronavirus,"hvordan skal jeg forholde mig, når jeg skal mødes med nogen",know what precautions you can take when arranging a gathering of people
Danish,About Coronavirus,Methods of Transmission,Coronavirus,hvordan smitter dem?,know how Coronavirus/COVID-19 is transmitted
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad anbefaler sundhedsministeriet,know what the Health Authority recommendations are
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor anbefaler regeringen at forsamlinger aflyses?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Employer Guidelines,Sick Employee,Coronavirus,hvad gør jge hvis en af mine ansatte har corona,know what to do if one of your employees has been infected
Danish,Employer Guidelines,Daycare,Coronavirus,hvad gør jeg hvis en af mine ansatte ikke kan få deres barn passet,know what to do if an employee is unable to get anyone to care for their child if their school or institution is closed due to Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Doctor,Coronavirus,skal jeg til lægen,know when you should go to the doctor
Danish,Employer Guidelines,Quarantine,Coronavirus,en af mine ansatte er i karantæne. hvad nu,know what to do if one of your employees is under quarantine
Danish,Gatherings,Gathering Precautions,Coronavirus,"hvordan skal jeg forholde mig, hvis jeg er arrangør",know what precautions you can take when arranging a gathering of people
Danish,About Coronavirus,Latest News,Coronavirus,er der kommet nogen opdateringer for nyligt,ask for the latest news on Coronavirus/COVID-19
Danish,Gatherings,Arranging Gathering,Coronavirus,jeg havde arrangeret et event. hvad skal jeg gøre nu,know what to do if you're arranging a gathering of people
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,er der større risiko for at blive smittet i en pool,know if you are at risk of infection if you go swimming in a swimming hall
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,kan man blive smittet i svæmmehallen,know if you are at risk of infection if you go swimming in a swimming hall
Danish,Employer Guidelines,Refusal To Work,Coronavirus,nogle af mine ansatte vil ikke tage på arbejde pga smitterisiko. ,know what your options are as an employer if one of your employees is refusing to work due to Coronavirus/COVID-19
Danish,Employer Guidelines,Sick Employee,Coronavirus,en af mine ansatte er lige blevet testet positiv for coronavirus,know what to do if one of your employees has been infected
Danish,About Coronavirus,Symptoms,Coronavirus,hvilke symptomer har en smittet person,know what the symptoms of being infected with Coronavirus/COVID-19 are
Danish,Employer Guidelines,Quarantine,Coronavirus,"hvad skal jeg gøre, hvis en af mine ansatte sidder i karantæne",know what to do if one of your employees is under quarantine
Danish,About Coronavirus,Strategy,Coronavirus,hvad er strategien lige nu,know what the current strategy is
Danish,About Coronavirus,Symptoms,Coronavirus,_,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Methods of Transmission,Coronavirus,_,vide hvordan Coronavirus/COVID-19 smitter
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Jeg er ikke gammel eller konisk syg - kan jeg blive syg?,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,Hvad kan jeg gøre for ikke at blive smittet med virusset?,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Doctor,Coronavirus,Hvad skal der til for at jeg skal kontakte min læge?,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Pet,Coronavirus,Jeg er testet positiv og har både kat og hun. Jeg er bekymret for om de kan bære smitten videre?,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,Hvem der de personer som kan blive syge denne virus?,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,Jeg har et dårligt helbred - hvad skal jeg gøre?,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,Jeg er i 25 måned som gravid. Hvad skal jeg gøre?,vide hvad du skal gøre hvis du er gravid
Danish,Employer Guidelines,Vacation,Coronavirus,"Jeg har allerede planlagt ferie, men hvordan er jeg stillet hvis jeg ikke kan afholde den på grund af corona?",vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,Vi har en medarbejder som ikke kan få barnet passet. Hvad skal vi gøre her?,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Quarantine,Coronavirus,Vi har en ansat hos os i virksomheden der er blevet smittet med corona. Vi er bekymrede for om der er risiko for at smitten er på arbejdspladsen. Hvad kan vi gøre i denne situation?,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,Contact,Hotline,Coronavirus,kan man ringe til nogen?,kontakte en hotline
Danish,Gatherings,Cancelling Gathering,Coronavirus,Vi er i tivl om vi skal aflyse vores fødselsdag,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Arranging Gathering,Coronavirus,Skal vi aflyse det arrangement vi har planlagt?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Vi er et teater og er i tvivl om hvad vi skal gøre. Vi holder ikke store forestillinger og kan fint lave plads mellem sæderne.,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Coronavirus Recommendations,Children,Coronavirus,Hvordan er børn påvirket?,vide om børn er i særlig risiko for at blive smittet
Danish,Coronavirus Recommendations,Mask,Coronavirus,Virker det at bruge maske?,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,Skal vi holde os væk fra svømmehaller?,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Precautions,Coronavirus,"Jeg skal til peru og er i tvivl om, om jeg skal aflyse turen",vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,Jeg er ikke kommet hjem endnu og er bange for om jeg kan komme hjem. Hvad skal jeg gøre?,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Employer Guidelines,Sick Employee,Coronavirus,Hvad gør vi i vores virksomhed hvis en af os bliver smittet med covid-19?,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Employer Guidelines,Refusal To Work,Coronavirus,Vi har en medarbejder der ikke ønsker at møde ind på arbejde - hvad er vores muligheder her? Vi øsnker at holde vedkommendes stilling kørende da det er et kritisk job.,vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,"Kan en af vores medarbejde sige nej til at rejse afsted til et af vores kerne-faciliteter, som er nødvendig for at opretholde vores virksomhed?",vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,Fortæl mig om virussen,vide hvad Coronavirus/COVID-19 er
Danish,About Coronavirus,Fear,Coronavirus,"Jeg frygter at blive smittet, men hvor alvorlig er virusset egentlig?",vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,Jeg vil gerne vide hvad de officielle anbefalinger er?,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,"Hvad skal man gøre, og hvad skal man ikke gøre når man er uden for huset?",bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Illness,Coronavirus,Jeg er blevet syg og er i tvivl om jeg skal kontakte min læge.,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Children,Coronavirus,_,know if children are at risk
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,Jeg har været i kontakt med en smittet person. Jeg har ikke selv nogle symptomer men skal jeg være ekstra forsigtig?,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Employer,Coronavirus,Hvordan kan vi værne om vores medarbejderes sikkerhed for at beskære dem mod smitte?,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Citizen,Coronavirus,Hvordan undgår jeg at smitte andre?,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,About Coronavirus,Symptoms,Coronavirus,Hvad er tegnene på at man er blevet inficeret med virusset?,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Methods of Transmission,Coronavirus,Hvordan helt konkret kan coronavirussen smitte?,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Treatment,Coronavirus,"Hvad gør man for dem, som er blevet indlagt med coronavirus?",vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,Hvad er forskellen på almindelig influenza og så corona?,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,About Coronavirus,Latest News,Coronavirus,Hvad ved vi om coronavirussen lige nu?,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,About Coronavirus,Status,Coronavirus,Hvor mange mennesker er smittede i verden?,vide hvad statussen på Coronavirus/COVID-19 er
Danish,About Coronavirus,Strategy,Coronavirus,Hvad gør man for at bekæmpe virussen?,vide hvad den nuværende strategi er
Danish,About Coronavirus,Testing,Coronavirus,Hvordan ved jeg om jeg skal tage en test for om jeg er smittet? Og hvor kan jeg tage en test?,vide hvem burde testes
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,Hvad kender vi til virussen allerede nu?,vide hvad vi ved om Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,Vi har nogle medarbejdere der er nød til at rejse til nogle vigtige faciliterer i vores virksomhed og vi er bekymrede for om de kan sige nej?,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,Min søster er gravid og er bange for om virussen kan skade hende og barnet_,vide hvad du skal gøre hvis du er gravid
Danish,About Coronavirus,Symptoms,Coronavirus,Jeg har mild hoste men har ikke feber - er det corona?_,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,Employer Guidelines,Sick Employee,Coronavirus,"en af mine medarbejdere er syge med corona, hvad skal jeg gøre som arbejdsgiver",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Employer Guidelines,Refusal To Work,Coronavirus,"Min ansatte siger, at han ikke kan arbejde pga corona, hvad siger loven?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,kan man som ansat nægte at rejse pga corona,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Vacation,Coronavirus,kan man som ansat udskyde sin aftalte ferie,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,"min ansatte siger, at hans barn ikke kan blive passet, hvad ken jeg gøre som arbejdsgiver",vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Quarantine,Coronavirus,"hvad kan jeg forvente af min ansatte, der er i karantæne",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,Contact,Hotline,Coronavirus,jeg vil gerne tale med en ekspert,kontakte en hotline
Danish,Gatherings,Cancelling Gathering,Coronavirus,hvad nytter det at forsamlinger forbydes,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Arranging Gathering,Coronavirus,"hvordan skal jeg forholde mig ift. det forestående arrangement jeg har planlagt, når nu at folk ikke må samles",vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,"hvad skal jeg gøre som arrangør, når vores event bliver afholdt",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Coronavirus Recommendations,Mask,Coronavirus,er det en god idé at bære en maske udenfor,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,"jeg svømmer i svømmehallen dagligt, er jeg i fare for at blive syg med corona",vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Precautions,Coronavirus,"jeg skal på ferie næste uge, kan jeg det",vide hvilke foranstaltninger du burde tage hvis du skal rejse
