Language, Domain, Intent, Industry, Text, Want To
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,"I've just returned from [country], is there anything special I should be aware of or something I should do?",know what to do if you're returning from travelling abroad
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,"I was scheduled to have rhinoplasty, are those kinds of surgeries postponed?",know which types of surgeries have been postponed
English,Coronavirus Recommendations,Closed Shops,Coronavirus,Which shops are still closed?,know which kinds of shops are closed due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,"I've shaken hands with someone who is Coronavirus positive, what should I do?",know what to do if you've been in contact with a person who has tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,Employer,Coronavirus,What can I do to protect my employees?,know what to do as an employer to protect your employees
English,Coronavirus Recommendations,Citizen,Coronavirus,Is tehre anything in particular I can do as a citizen to help coronavirus pass faster?,know what you can do as a citizen to minimize the spread of Coronavirus/COVID-19
English,Coronavirus Recommendations,Not At Risk,Coronavirus,"I'm young, healthy, and have no known underlying illnesses, is there anything I should be aware of?",know what to do as a person who does not fall within any of the known risk groups
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,How do I stop myself from getting coronavirus?,know how to prevent yourself from being infected
English,Coronavirus Recommendations,Doctor,Coronavirus,When can I go to the doctor?,know when you should go to the doctor
English,Coronavirus Recommendations,Pet,Coronavirus,I've tested positive for corona. What should I do about my pet?,know what to do with your pet if you've tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,People At Risk,Coronavirus,Who is at risk when it comes to coronavirus?,know who especially are at risk of infection and subsequent illness
English,Coronavirus Recommendations,Actions If At Risk,Coronavirus,I'm 85 old. What should I do?,know what to do if you're a part of an at risk group
English,Coronavirus Recommendations,Pregnant,Coronavirus,I'm 36 weeks pregnant. Is there anything I need to do?,know what to do if you're pregnant
English,Coronavirus Recommendations,Sick Child,Coronavirus,"My child is sick, should I be doing something in particular?",ask what you should do if your child is sick
English,About Coronavirus,Status,Coronavirus,What's teh status on corona?,know what the status of Coronavirus/COVID-19 is
English,About Coronavirus,Strategy,Coronavirus,Is there a current strategy from the government?,know what the current strategy is
English,About Coronavirus,Testing,Coronavirus,I want to inquire as to who should undergo testing,know who should be tested
English,About Coronavirus,Fear,Coronavirus,How scared should I be of corona?,know how afraid you should be of Coronavirus/COVID-19
English,About Coronavirus,Incubation Period,Coronavirus,How long does the virus incubate?,learn information about the incubation period of Coronavirus/COVID-19
English,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,Isn't corona and influenza just the same thing?,ask if Coronavirus/COVID-19 is the same as Influenza
English,About Coronavirus,Latest News,Coronavirus,Is there any news on the virus?,ask for the latest news on Coronavirus/COVID-19
English,About Coronavirus,Pandemic,Coronavirus,"I wanted to ask what a pandemic was, is that a videogame?",know what a pandemic is
English,About Coronavirus,Status,Coronavirus,What is current situation of Coronavirus? ,know what the status of Coronavirus/COVID-19 is
English,About Coronavirus,Mortality Rate,Coronavirus,What percentage of people die from coronavirus?,know about the mortality rate of Coronavirus/COVID-19
English,About Coronavirus,Infection Through Food,Coronavirus,can you get coronavirus from takeaway food?,know if it's possible to contract Coronavirus/COVID-19 through food
English,About Coronavirus,Strategy,Coronavirus,What is the government's current strategy regarding Coronavirus?,know what the current strategy is
English,About Coronavirus,Infection Of Pets,Coronavirus,Can my dog get coronavirus?,know if it's possible for pets to get infected by Coronavirus/COVID-19
English,About Coronavirus,Infected Twice,Coronavirus,Is it possible to get infected twice?,know if it's possible to get infected more than once
English,About Coronavirus,How Many Infected,Coronavirus,What's the current number of infected people?,know how many have been infected by Coronavirus/COVID-19
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,What does the health authority recommend?,know what the Health Authority recommendations are
English,Coronavirus Recommendations,Public Spaces,Coronavirus,Should I be doing anything in particular when I'm in public spaces?,ask for recommendations as to how to act in public spaces
English,Coronavirus Recommendations,Illness,Coronavirus,"I'm sick, what do I do?",know what to do if you've fallen ill
English,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,What do you know about coronavirus?,know what we know about Coronavirus/COVID-19
English,About Coronavirus,Symptoms,Coronavirus,What are the symptoms of a nCov infection?,know what the symptoms of being infected with Coronavirus/COVID-19 are
English,About Coronavirus,Testing,Coronavirus,Who is eligible for coronavirus test?,know who should be tested
English,About Coronavirus,Methods of Transmission,Coronavirus,How does the virus get transmitted?,know how Coronavirus/COVID-19 is transmitted
English,About Coronavirus,Treatment,Coronavirus,Is there a treatment plan for coronavirus?,know how Coronavirus/COVID-19 is treated
English,About Coronavirus,What Is Coronavirus,Coronavirus,What is COVID-19?,know what Coronavirus/COVID-19 is
English,About Coronavirus,Fear,Coronavirus,How serious we should be about Coronavirus?,know how afraid you should be of Coronavirus/COVID-19
English,About Coronavirus,Incubation Period,Coronavirus,What is the incubation period of Coronavirus?,learn information about the incubation period of Coronavirus/COVID-19
English,About Coronavirus,Treatment,Coronavirus,How does the virus get treated?,know how Coronavirus/COVID-19 is treated
English,Contact,Hotline,Coronavirus,Can I contact a hotline?,contact a hotline
English,About Coronavirus,Pandemic,Coronavirus,What a definition of pandemic?,know what a pandemic is
English,Coronavirus Recommendations,Curfew,Coronavirus,Is there a curfew?,know if there's a curfew in effect
English,About Coronavirus,Mortality Rate,Coronavirus,What is the mortality rate of Coronavirus?,know about the mortality rate of Coronavirus/COVID-19
English,About Coronavirus,Infection Through Food,Coronavirus,Is it possible to get infected with Coronavirus through food?,know if it's possible to contract Coronavirus/COVID-19 through food
English,About Coronavirus,Infection Of Pets,Coronavirus,Can pets get infected with Coronavirus?,know if it's possible for pets to get infected by Coronavirus/COVID-19
English,About Coronavirus,Infected Twice,Coronavirus,Can I get infected more than once with coronavirus?,know if it's possible to get infected more than once
English,About Coronavirus,How Many Infected,Coronavirus,What is the number of infected people?,know how many have been infected by Coronavirus/COVID-19
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,What are the recommendations of Health Authority?,know what the Health Authority recommendations are
English,Coronavirus Recommendations,Public Spaces,Coronavirus,How should I behave in the public space?,ask for recommendations as to how to act in public spaces
English,Coronavirus Recommendations,Citizen,Coronavirus,How do I minimize the spread of Coronavirus,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
English,Coronavirus Recommendations,Not At Risk,Coronavirus,"I am not at risk, what do I do to stay so.",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,How do I best avoid to be infected ,vide hvordan du kan undgå at blive smittet
English,Coronavirus Recommendations,Doctor,Coronavirus,What symptoms do you have to have before you go to a medical doctor ,vide hvornår du burde tage til lægen
English,Coronavirus Recommendations,Pet,Coronavirus,What do I do about my pet when tested positive for Corona virus ,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
English,Coronavirus Recommendations,People At Risk,Coronavirus,Who is especially at risk for catching Corona and get ill ,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
English,Coronavirus Recommendations,Actions If At Risk,Coronavirus,What do I do if I am at risk ,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
English,Coronavirus Recommendations,Pregnant,Coronavirus,I am pregnant what to do to protect myself ,vide hvad du skal gøre hvis du er gravid
English,Coronavirus Recommendations,Children,Coronavirus,Is children especially at risk catching Corona ,vide om børn er i særlig risiko for at blive smittet
English,Coronavirus Recommendations,Mask,Coronavirus,Do I have to wear a mask to avoid catching Corona ,vide om du burde bære en maske
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,Is it dangerous to go swimming in a public bathroom ,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
English,Coronavirus Recommendations,Precautions,Coronavirus,I have to travel how do I protect myself ,vide hvilke foranstaltninger du burde tage hvis du skal rejse
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,I am coming back from abroad what do I do to avoid infection people ,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,What sorts of operations has been postponed due to Corona ,vide hvilke typer operationer er blevet udskudt
English,Coronavirus Recommendations,Not At Risk,Coronavirus,im not at risk. what do i do,know what to do as a person who does not fall within any of the known risk groups
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,ho to prevent infection,know how to prevent yourself from being infected
English,Coronavirus Recommendations,Closed Shops,Coronavirus,What shops has been closed during the lockdown  ,vide hvilke typer butikker er lukket på grund af Coronavirus/COVID-19
English,Coronavirus Recommendations,Doctor,Coronavirus,should i see a doctor,know when you should go to the doctor
English,Coronavirus Recommendations,Pet,Coronavirus,im positive. what about my pet?,know what to do with your pet if you've tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,Sick Child,Coronavirus,What do I do if my child gets sick ,spørge om hvad du skal gøre hvis dit barn er blevet syg
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,Can I go shopping food when locked down ,vide om du stadig kan gå på indkøb
English,Coronavirus Recommendations,People At Risk,Coronavirus,who is at risk of severe illness,know who especially are at risk of infection and subsequent illness
English,Coronavirus Recommendations,Actions If At Risk,Coronavirus,im at risk.. what do i do,know what to do if you're a part of an at risk group
English,Coronavirus Recommendations,Pregnant,Coronavirus,what do i do if im pregnant,know what to do if you're pregnant
English,Coronavirus Recommendations,Children,Coronavirus,are children at risk of severe illness,know if children are at risk
English,Coronavirus Recommendations,Curfew,Coronavirus,Am so allowed to leave my home ,vide om der er et udgangsforbud i effekt
English,Coronavirus Recommendations,Mask,Coronavirus,am i supposed to wear a mask,know if you should be wearing a mask
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,am a at risk of infection if i go swimming?,know if you are at risk of infection if you go swimming in a swimming hall
English,Coronavirus Recommendations,Border,Coronavirus,Can I cross the border to Germany ,stille et spørgsmål relateret til lukningen af grænsen
English,Coronavirus Recommendations,Precautions,Coronavirus,what should i do if i HAVE to travel soon,know which precautions to take if you're going travelling
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,Can I visit my grandma in the care center ,vide om du stadig må besøge ældre mennesker i deres hjem eller plejehjem
English,Coronavirus Recommendations,Public Transport,Coronavirus,Can I use public transport ,vide om brugen af offentlig transport under et udbrud af Coronavirus/COVID-19
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,i just came home from traveling. what should i do,know what to do if you're returning from travelling abroad
English,Coronavirus Recommendations,Actions At Home,Coronavirus,What do I have to do at home to minimize the risk of catching Corona ,vide om der er nogle tiltag du kan tage i brug derhjemme for at minimere risikoen for at blive smittet med Coronavirus/COVID-19
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,what kinds of surgeries are being postponed,know which types of surgeries have been postponed
English,Coronavirus Recommendations,Closed Shops,Coronavirus,which shops are closed?,know which kinds of shops are closed due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Educating Children On Coronavirus,Coronavirus,How do I teach my child about Corona ,vide hvordan du skal lære dit barn om Coronavirus/COVID-19
English,Coronavirus Recommendations,Sick Child,Coronavirus,my kid is sick.. what should i do,ask what you should do if your child is sick
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,can i still buy groceries,know if you can still purchase groceries
English,Coronavirus Recommendations,Curfew,Coronavirus,is there a curfew,know if there's a curfew in effect
English,Coronavirus Recommendations,Border,Coronavirus,when does the borders open,ask a question related to the closing of the border
English,Coronavirus Recommendations,Student,Coronavirus,I am a student what do I do about exams ,gerne bede om information om anbefalinger til studerende under et udbrud af Coronavirus/COVID-19
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,can i still visit my grandparents ,know if you are still able to visit elderly people in their homes or carehomes
English,Employer Guidelines,Sick Employee,Coronavirus,What do I do if one of my employees has Corona ,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
English,Coronavirus Recommendations,Public Transport,Coronavirus,what should i do if i use public transportation,know about the use of public transport during an outbreak of Coronavirus/COVID-19
English,Coronavirus Recommendations,Actions At Home,Coronavirus,what can i do at home to prevent being infected,know if there are any actions you need to take at home to decrease the risk of contracting Coronavirus/COVID-19
English,Employer Guidelines,Refusal To Work,Coronavirus,What can I do if my employees refuses to work during lockdown ,vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
English,Coronavirus Recommendations,Educating Children On Coronavirus,Coronavirus,how do i talk to a kid about covid-19,know how you should be educating your child on Coronavirus/COVID-19
English,Coronavirus Recommendations,Student,Coronavirus,what am i suppsed to do - im a student,request information about the recommendations for students during an outbreak of Coronavirus/COVID-19
English,Employer Guidelines,Refusal To Travel,Coronavirus,Is ok for an employee to refuse to travel ,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
English,Employer Guidelines,Sick Employee,Coronavirus,what do i do if someone at work has been infected and i'm their manager,know what to do if one of your employees has been infected
English,Employer Guidelines,Refusal To Work,Coronavirus,what can i do if an employee is refusing to work,know what your options are as an employer if one of your employees is refusing to work due to Coronavirus/COVID-19
English,Employer Guidelines,Vacation,Coronavirus,Can you change your holiday because of Corona ,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
English,Employer Guidelines,Refusal To Travel,Coronavirus,can my employee refuse to travel?,know if an employee can refuse to travel due to Coronavirus/COVID-19
English,About Coronavirus,What Is Coronavirus,Coronavirus,What is the corona virus?,know what Coronavirus/COVID-19 is
English,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,What do you know about the corona?,know what we know about Coronavirus/COVID-19
English,Employer Guidelines,Daycare,Coronavirus,What can I do if my employees can’t work because of the schools are closed ,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
English,Employer Guidelines,Vacation,Coronavirus,can i change my employee's vacation to now?,know if scheduled vacation can be changed if an employee cannot vacation due to Coronavirus/COVID-19
English,About Coronavirus,Symptoms,Coronavirus,What are the symptoms of having the disease? ,know what the symptoms of being infected with Coronavirus/COVID-19 are
English,Employer Guidelines,Daycare,Coronavirus,what can i do if my employee cant work beacuse no one can take care of their child,know what to do if an employee is unable to get anyone to care for their child if their school or institution is closed due to Coronavirus/COVID-19
English,About Coronavirus,Methods of Transmission,Coronavirus,How is the coronavirus transmitted?,know how Coronavirus/COVID-19 is transmitted
English,Employer Guidelines,Quarantine,Coronavirus,my emplyee is in quarantine. what do i do,know what to do if one of your employees is under quarantine
English,About Coronavirus,Treatment,Coronavirus,How can the Covid 19 been treated?,know how Coronavirus/COVID-19 is treated
English,Employer Guidelines,Quarantine,Coronavirus,What do I have to do for an employee in  quarantine ,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
English,Contact,Hotline,Coronavirus,i want to call a coronavirus hotline,contact a hotline
English,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,Are coronavirus and influenza the same virus?,ask if Coronavirus/COVID-19 is the same as Influenza
English,Gatherings,Cancelling Gathering,Coronavirus,why are gatherings being cancelled,know why the government recommends cancelling gatherings of people
English,Coronavirus Recommendations,Illness,Coronavirus,What shall I do if I get sick?,know what to do if you've fallen ill
English,Contact,Hotline,Coronavirus,Where to find a hotline about Corona ,kontakte en hotline
English,About Coronavirus,Latest News,Coronavirus,Tell me the latest updates about the corona virus,ask for the latest news on Coronavirus/COVID-19
English,Gatherings,Arranging Gathering,Coronavirus,how should i react if i'm arranging a gatering,know what to do if you're arranging a gathering of people
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,What shall I do if I was in contact with  a sick person?,know what to do if you've been in contact with a person who has tested positive for Coronavirus/COVID-19
English,About Coronavirus,Status,Coronavirus,What is the situation about the coronavirus right now?,know what the status of Coronavirus/COVID-19 is
English,Gatherings,Gathering Precautions,Coronavirus,what can i do to decrease the spread of the virus during my gathering,know what precautions you can take when arranging a gathering of people
English,Coronavirus Recommendations,Employer,Coronavirus,If I am an employer how can I protect my employees? ,know what to do as an employer to protect your employees
English,About Coronavirus,Testing,Coronavirus,who is being tested,know who should be tested
English,About Coronavirus,Strategy,Coronavirus,What is the strategy now?,know what the current strategy is
English,Gatherings,Cancelling Gathering,Coronavirus,Why do the government advise us not to have parties ,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
English,About Coronavirus,Fear,Coronavirus,how afraid should i be,know how afraid you should be of Coronavirus/COVID-19
English,About Coronavirus,Incubation Period,Coronavirus,whats the incubation period,learn information about the incubation period of Coronavirus/COVID-19
English,Coronavirus Recommendations,Citizen,Coronavirus,"I want to be a good citizen, what can I do to limit the spread of the virus",know what you can do as a citizen to minimize the spread of Coronavirus/COVID-19
English,About Coronavirus,Pandemic,Coronavirus,whats a pandemic,know what a pandemic is
English,About Coronavirus,Testing,Coronavirus,What people should be tested?,know who should be tested
English,About Coronavirus,Mortality Rate,Coronavirus,how many die of covid-19,know about the mortality rate of Coronavirus/COVID-19
English,Coronavirus Recommendations,Not At Risk,Coronavirus,What can I do if I do not belong to any of risk groups,know what to do as a person who does not fall within any of the known risk groups
English,About Coronavirus,Fear,Coronavirus,Should I be afraid of the pandemia?,know how afraid you should be of Coronavirus/COVID-19
English,About Coronavirus,Infection Through Food,Coronavirus,can i get covid-19 from food,know if it's possible to contract Coronavirus/COVID-19 through food
English,About Coronavirus,Infection Of Pets,Coronavirus,can i accidentally infect my pet with corona,know if it's possible for pets to get infected by Coronavirus/COVID-19
English,About Coronavirus,Incubation Period,Coronavirus,How long make take to feel symptoms of having the virus?,learn information about the incubation period of Coronavirus/COVID-19
English,About Coronavirus,Infected Twice,Coronavirus,can people get infected again,know if it's possible to get infected more than once
English,About Coronavirus,Strategy,Coronavirus,what is the current strategy,know what the current strategy is
English,About Coronavirus,Pandemic,Coronavirus,what is a pandemic?,know what a pandemic is
English,About Coronavirus,How Many Infected,Coronavirus,how many have had coronavirus,know how many have been infected by Coronavirus/COVID-19
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,what does the health authority reccomend,know what the Health Authority recommendations are
English,About Coronavirus,Mortality Rate,Coronavirus,How many people die because of the virus?,know about the mortality rate of Coronavirus/COVID-19
English,Coronavirus Recommendations,Public Spaces,Coronavirus,how should i act in public,ask for recommendations as to how to act in public spaces
English,Gatherings,Arranging Gathering,Coronavirus,What do I do if I want to celebrate my birthday ,vide hvad du skal gøre hvis du er arrangør for en forsamling
English,About Coronavirus,Infection Through Food,Coronavirus,Can I get the virus from the food I eat?,know if it's possible to contract Coronavirus/COVID-19 through food
English,Coronavirus Recommendations,Illness,Coronavirus,im sick!!! what am a supposed to do?,know what to do if you've fallen ill
English,About Coronavirus,Infection Of Pets,Coronavirus,Can pets get the virus?,know if it's possible for pets to get infected by Coronavirus/COVID-19
English,Gatherings,Gathering Precautions,Coronavirus,What shall I do when having a wedding ,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
English,About Coronavirus,Infected Twice,Coronavirus,Can you catch Corona more than once ,vide om det er muligt at blive smittet mere end én gang
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,my friend just tested positive and we hung out ealier this week. what do i do,know what to do if you've been in contact with a person who has tested positive for Coronavirus/COVID-19
English,About Coronavirus,Infected Twice,Coronavirus,Can recovered people get the coronavirus again?,know if it's possible to get infected more than once
English,About Coronavirus,How Many Infected,Coronavirus,How many people are infected by Corona in Denmark ,vide hvor mange er blevet smittet med Coronavirus/COVID-19
English,About Coronavirus,How Many Infected,Coronavirus,How many people got the Covid 19?,know how many have been infected by Coronavirus/COVID-19
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,What are the recommendations?,know what the Health Authority recommendations are
English,Coronavirus Recommendations,Public Spaces,Coronavirus,How should I behave in public?,ask for recommendations as to how to act in public spaces
English,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,What isPublic Health Service recommendation ,vide hvad sundhedsstyrelsens anbefalinger er
English,Coronavirus Recommendations,Illness,Coronavirus,What should I do if I feel symptoms?,know what to do if you've fallen ill
English,Coronavirus Recommendations,Public Spaces,Coronavirus,What do you recommend when taking public transport ,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,I been with an infected person. Should I do anything?,know what to do if you've been in contact with a person who has tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,How can protected myself and not get infected? ,know how to prevent yourself from being infected
English,Coronavirus Recommendations,Doctor,Coronavirus,If I get sick when I should see a doctor?,know when you should go to the doctor
English,Coronavirus Recommendations,Employer,Coronavirus,I own a company? How should I protect my people?,know what to do as an employer to protect your employees
English,Coronavirus Recommendations,Pet,Coronavirus,If I am tested positive for Coronavirus what shall I do with my dog?,know what to do with your pet if you've tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,Illness,Coronavirus,What do I do if I am getting ill ,vide hvad du skal gøre hvis du er blevet syg
English,Coronavirus Recommendations,Citizen,Coronavirus,How can I collaborate to reduce the pandemic? ,know what you can do as a citizen to minimize the spread of Coronavirus/COVID-19
English,Coronavirus Recommendations,People At Risk,Coronavirus,Who is at risk of getting infected and suffering from coronavirus?,know who especially are at risk of infection and subsequent illness
English,Coronavirus Recommendations,Contact With Infected,Coronavirus,I have been close to a person with Corona what do I do?,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
English,Coronavirus Recommendations,Actions If At Risk,Coronavirus,"If I am in the risk group, what I shall do to protect myself?",know what to do if you're a part of an at risk group
English,Coronavirus Recommendations,Not At Risk,Coronavirus,I'm not in any risk group. Should I do anything?,know what to do as a person who does not fall within any of the known risk groups
English,Coronavirus Recommendations,Infection Prevention,Coronavirus,How can I protect myself?,know how to prevent yourself from being infected
English,Coronavirus Recommendations,Pregnant,Coronavirus,"I am pregnant, what shall I do to protect myself from the virus?",know what to do if you're pregnant
English,Coronavirus Recommendations,Doctor,Coronavirus,Should I go to the doctor?,know when you should go to the doctor
English,Coronavirus Recommendations,Children,Coronavirus,Are children at higher risk of Coronavirus?,know if children are at risk
English,Coronavirus Recommendations,Pet,Coronavirus,I got infected. What can I do with my cat?,know what to do with your pet if you've tested positive for Coronavirus/COVID-19
English,Coronavirus Recommendations,People At Risk,Coronavirus,Who are really at risk?,know who especially are at risk of infection and subsequent illness
English,Coronavirus Recommendations,Mask,Coronavirus,Shall I wear a face mask in the public places?,know if you should be wearing a mask
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,Can I get infected in the swimming pool?,know if you are at risk of infection if you go swimming in a swimming hall
English,Coronavirus Recommendations,Actions If At Risk,Coronavirus,I've seen I'm in a risk group. what should I do?,know what to do if you're a part of an at risk group
English,Coronavirus Recommendations,Precautions,Coronavirus,What shall I do if I need to travel?,know which precautions to take if you're going travelling
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,What shall I do if I am coming back from abroad?,know what to do if you're returning from travelling abroad
English,Coronavirus Recommendations,Pregnant,Coronavirus,I'm expecting a baby. what can I do?,know what to do if you're pregnant
English,Coronavirus Recommendations,Employer,Coronavirus,how do i prevent my employees from getting infected,know what to do as an employer to protect your employees
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,What types of surgeries have been postponed by hospitals?,know which types of surgeries have been postponed
English,Coronavirus Recommendations,Children,Coronavirus,is there any risk for my kids?,know if children are at risk
English,Coronavirus Recommendations,Mask,Coronavirus,Must a wear a mask?,know if you should be wearing a mask
English,Coronavirus Recommendations,Closed Shops,Coronavirus,What shops are closed during Coronavirus pandemic?,know which kinds of shops are closed due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Swimming Hall,Coronavirus,Is it risky to go to a swimming pool?,know if you are at risk of infection if you go swimming in a swimming hall
English,Coronavirus Recommendations,Sick Child,Coronavirus,"My child is sick, what shall I do? ",ask what you should do if your child is sick
English,Coronavirus Recommendations,Precautions,Coronavirus,I'm going to do a trip. how can I protect myself during it?,know which precautions to take if you're going travelling
English,Coronavirus Recommendations,Employer,Coronavirus,What do I do to protect my employees from Corona ,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,Am I allowed to do groceries? ,know if you can still purchase groceries
English,Coronavirus Recommendations,Returning From Travel,Coronavirus,I'm coming back from a trip. What should I do?,know what to do if you're returning from travelling abroad
English,Coronavirus Recommendations,Curfew,Coronavirus,Have the authorities introduced a curfew already?,know if there's a curfew in effect
English,Coronavirus Recommendations,Postponed Surgeries,Coronavirus,What surgery appointments have been moved?,know which types of surgeries have been postponed
English,About Coronavirus,Status,Coronavirus,What’s status with Corona in Denmark ,vide hvad statussen på Coronavirus/COVID-19 er
English,Coronavirus Recommendations,Closed Shops,Coronavirus,what stores are closed during the pandemic?,know which kinds of shops are closed due to Coronavirus/COVID-19
English,Coronavirus Recommendations,Border,Coronavirus,Are borders closed? ,ask a question related to the closing of the border
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,Is it safe to visit elderly people in their homes or carehouses?,know if you are still able to visit elderly people in their homes or carehomes
English,About Coronavirus,Strategy,Coronavirus,What’s the current strategy to prevent Corona from spreading ,vide hvad den nuværende strategi er
English,Coronavirus Recommendations,Sick Child,Coronavirus,My girl is sick. how can I take care of her?,ask what you should do if your child is sick
English,Coronavirus Recommendations,Public Transport,Coronavirus,Are buses and trains still running during coronavirus?,know about the use of public transport during an outbreak of Coronavirus/COVID-19
English,Coronavirus Recommendations,Purchasing Groceries,Coronavirus,Can I do the grocery shopping?,know if you can still purchase groceries
English,About Coronavirus,Testing,Coronavirus,Who has to be tested for Corona ,vide hvem burde testes
English,Coronavirus Recommendations,Actions At Home,Coronavirus,What can I do at home not to get infected?,know if there are any actions you need to take at home to decrease the risk of contracting Coronavirus/COVID-19
English,Coronavirus Recommendations,Educating Children On Coronavirus,Coronavirus,What shall I tell my children about coronavirus?,know how you should be educating your child on Coronavirus/COVID-19
English,Coronavirus Recommendations,Curfew,Coronavirus,Is there any lockdown?,know if there's a curfew in effect
English,Coronavirus Recommendations,Student,Coronavirus,How can I find recommendations for students during Coronavirus outbreak?,request information about the recommendations for students during an outbreak of Coronavirus/COVID-19
English,Coronavirus Recommendations,Border,Coronavirus,I have a question about the frontiers locked?,ask a question related to the closing of the border
English,Coronavirus Recommendations,Visiting Elderly,Coronavirus,Can I visit my elders?,know if you are still able to visit elderly people in their homes or carehomes
English,Employer Guidelines,Sick Employee,Coronavirus,What shall I do if one of my employees got infected?,know what to do if one of your employees has been infected
English,Employer Guidelines,Refusal To Work,Coronavirus,"What are my rights, if one of my employees refuses to come to work because of coronavirus?",know what your options are as an employer if one of your employees is refusing to work due to Coronavirus/COVID-19
English,About Coronavirus,Fear,Coronavirus,How afraid do I have to be for the Corona virus ,vide hvor bange du burde være for Coronavirus/COVID-19
English,Coronavirus Recommendations,Public Transport,Coronavirus,can I use the tube during the coronavirus crisis?,know about the use of public transport during an outbreak of Coronavirus/COVID-19
English,Coronavirus Recommendations,Citizen,Coronavirus,what can i do to minimize spreading the virus,know what you can do as a citizen to minimize the spread of Coronavirus/COVID-19
English,About Coronavirus,What Is Coronavirus,Coronavirus,what is the coronavirus,know what Coronavirus/COVID-19 is
English,Employer Guidelines,Refusal To Travel,Coronavirus,Does en employee have a right to refuse to travel for work?,know if an employee can refuse to travel due to Coronavirus/COVID-19
English,About Coronavirus,Incubation Period,Coronavirus,How long does it take before you get sick from Corona ,lære information om inkubationstiden på Coronavirus/COVID-19
English,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,what do we know abt covid-19,know what we know about Coronavirus/COVID-19
English,About Coronavirus,Symptoms,Coronavirus,what the symptoms of the virus,know what the symptoms of being infected with Coronavirus/COVID-19 are
